Anno,Ateneo,Classe,Corso,GruppoCodice,Sesso,Iscritti
2022/2023,Cagliari,L/SNT3,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),14,F,37
2022/2023,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,F,32
2022/2023,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",14,M,43
2022/2023,Cagliari,L-P01,Tecniche per LEdilizia e il Territorio,11,M,9
2022/2023,Cagliari,LM-94,Traduzione Specialistica dei Testi,4,F,78
2022/2023,Cagliari,LM-94,Traduzione Specialistica dei Testi,4,M,19
2022/2023,Calabria,LM-2,Archeologia,3,F,10
2022/2023,Calabria,LM-18,Artificial Intelligence And Computer Science,10,F,10
2022/2023,Calabria,LM-18,Artificial Intelligence And Computer Science,10,M,57
2022/2023,Calabria,LM-60,Biodiversità e Sistemi Naturali,9,F,34
2022/2023,Calabria,LM-60,Biodiversità e Sistemi Naturali,9,M,23
2022/2023,Calabria,LM-6,Biologia,9,F,126
2022/2023,Calabria,L-13,Biologia,9,F,389
2022/2023,Calabria,LM-6,Biologia,9,M,36
2022/2023,Calabria,L-13,Biologia,9,M,115
2022/2023,Calabria,LM-9,Biotecnologie per la salute,9,F,13
2022/2023,Calabria,LM-18,COMPUTER SCIENCE,10,M,14
2022/2023,Calabria,LM-54,Chemistry,9,F,25
2022/2023,Calabria,LM-54,Chemistry,9,M,19
2022/2023,Calabria,LM-54,Chimica,9,F,12
2022/2023,Calabria,L-27,Chimica,9,F,103
2022/2023,Calabria,LM-54,Chimica,9,M,6
2022/2023,Calabria,L-27,Chimica,9,M,92
2022/2023,Calabria,14/S,Chimica e Tecnologia Farmaceutiche,14,F,21
2022/2023,Calabria,LM-13,Chimica e Tecnologia Farmaceutiche,14,F,438
2022/2023,Calabria,LM-13,Chimica e Tecnologia Farmaceutiche,14,M,119
2022/2023,Calabria,99999,Chimica e tecnologia farmaceutiche,14,F,14
2022/2023,Calabria,LM-32,Computer Engineering For The Internet Of Things,12,M,7
2022/2023,Calabria,L-3,Comunicazione e Dams,2,F,118
2022/2023,Calabria,L-20,Comunicazione e Dams,5,F,164
2022/2023,Calabria,L-20,Comunicazione e Dams,5,M,65
2022/2023,Calabria,L-3,Comunicazione e Dams,2,M,116
2022/2023,Calabria,LM-92,Comunicazione e Tecnologie dell'Informazione,5,F,34
2022/2023,Calabria,LM-92,Comunicazione e Tecnologie dell'Informazione,5,M,20
2022/2023,Calabria,99999,Conservazione dei beni culturali,2,F,6
2022/2023,Calabria,LMR/02,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),3,F,17
2022/2023,Calabria,LM-65,"Dams e Storia dell'Arte. Organizzazione e Teoria delle Arti, della Musica e del Teatro",2,F,6
2022/2023,Calabria,LM-89,"Dams e Storia dell'Arte. Organizzazione e Teoria delle Arti, della Musica e del Teatro",2,F,29
2022/2023,Calabria,LM-65,"Dams. Cinema, Fotografia, Performance",2,F,11
2022/2023,Calabria,LM-82,Data Science per le Strategie Aziendali,9,F,27
2022/2023,Calabria,LM-82,Data Science per le Strategie Aziendali,9,M,32
2022/2023,Calabria,L-37,Discipline Economiche e Sociali per Lo Sviluppo,5,F,8
2022/2023,Calabria,99999,Discipline economiche e sociali,7,M,6
2022/2023,Calabria,17,Economia,7,F,8
2022/2023,Calabria,L-33,Economia,7,F,307
2022/2023,Calabria,17,Economia,7,M,6
2022/2023,Calabria,L-33,Economia,7,M,409
2022/2023,Calabria,17,Economia Aziendale,7,F,26
2022/2023,Calabria,L-18,Economia Aziendale,7,F,561
2022/2023,Calabria,17,Economia Aziendale,7,M,8
2022/2023,Calabria,L-18,Economia Aziendale,7,M,694
2022/2023,Calabria,LM-77,Economia Aziendale e Management,7,F,243
2022/2023,Calabria,LM-77,Economia Aziendale e Management,7,M,209
2022/2023,Calabria,99999,Economia aziendale,7,F,14
2022/2023,Calabria,99999,Economia aziendale,7,M,14
2022/2023,Calabria,LM-56,Economia e Commercio,7,F,43
2022/2023,Calabria,LM-56,Economia e Commercio,7,M,55
2022/2023,Calabria,99999,Farmacia,14,F,8
2022/2023,Calabria,14/S,Farmacia,14,F,37
2022/2023,Calabria,LM-13,Farmacia,14,F,470
2022/2023,Calabria,14/S,Farmacia,14,M,7
2022/2023,Calabria,99999,Farmacia,14,M,8
2022/2023,Calabria,LM-13,Farmacia,14,M,158
2022/2023,Calabria,LM-14,Filologia Moderna,3,F,154
2022/2023,Calabria,LM-14,Filologia Moderna,3,M,34
2022/2023,Calabria,L-42,Filosofia e Storia,3,F,79
2022/2023,Calabria,L-5,Filosofia e Storia,3,F,150
2022/2023,Calabria,L-5,Filosofia e Storia,3,M,97
2022/2023,Calabria,L-42,Filosofia e Storia,3,M,134
2022/2023,Calabria,LM-16,Finance And Insurance,7,F,28
2022/2023,Calabria,LM-16,Finance And Insurance,7,M,23
2022/2023,Calabria,L-30,Fisica,9,F,57
2022/2023,Calabria,LM-17,Fisica,9,M,7
2022/2023,Calabria,L-30,Fisica,9,M,106
2022/2023,Calabria,LM-43,Gestione e Conservazione dei Documenti Digitali,5,F,39
2022/2023,Calabria,LM-43,Gestione e Conservazione dei Documenti Digitali,5,M,25
2022/2023,Calabria,LMG/01,Giurisprudenza,8,F,751
2022/2023,Calabria,LMG/01,Giurisprudenza,8,M,353
2022/2023,Calabria,LM-9,Health Biotechnology,9,F,17
2022/2023,Calabria,LM-9,Health Biotechnology,9,M,8
2022/2023,Calabria,LM-27,INGEGNERIA DELLE TELECOMUNICAZIONI,12,M,13
2022/2023,Calabria,L-31,Informatica,10,F,66
2022/2023,Calabria,L-31,Informatica,10,M,482
2022/2023,Calabria,L-29,Informazione Scientifica del Farmaco e dei Prodotti per la Salute,9,F,159
2022/2023,Calabria,L-29,Informazione Scientifica del Farmaco e dei Prodotti per la Salute,9,M,89
2022/2023,Calabria,24,Informazione Scientifica sul Farmaco,9,F,6
2022/2023,Calabria,L-9,Ingegneria Alimentare,12,F,10
2022/2023,Calabria,L-9,Ingegneria Alimentare,12,M,18
2022/2023,Calabria,L-7,Ingegneria Ambientale e Chimica,11,F,29
2022/2023,Calabria,L-9,Ingegneria Ambientale e Chimica,12,F,30
2022/2023,Calabria,L-7,Ingegneria Ambientale e Chimica,11,M,26
2022/2023,Calabria,L-9,Ingegneria Ambientale e Chimica,12,M,28
2022/2023,Calabria,L-9,Ingegneria Chimica,12,F,42
2022/2023,Calabria,LM-22,Ingegneria Chimica,12,F,45
2022/2023,Calabria,L-9,Ingegneria Chimica,12,M,27
2022/2023,Calabria,LM-22,Ingegneria Chimica,12,M,34
2022/2023,Calabria,LM-23,Ingegneria Civile,11,F,69
2022/2023,Calabria,L-7,Ingegneria Civile,11,F,73
2022/2023,Calabria,8,Ingegneria Civile,11,M,9
2022/2023,Calabria,LM-23,Ingegneria Civile,11,M,142
2022/2023,Calabria,L-7,Ingegneria Civile,11,M,217
2022/2023,Calabria,4/S,Ingegneria Edile-Architettura,11,F,33
2022/2023,Calabria,LM-4cu,Ingegneria Edile-Architettura,11,F,229
2022/2023,Calabria,4/S,Ingegneria Edile-Architettura,11,M,16
2022/2023,Calabria,LM-4cu,Ingegneria Edile-Architettura,11,M,147
2022/2023,Calabria,LM-29,Ingegneria Elettronica,12,F,9
2022/2023,Calabria,L-8,Ingegneria Elettronica,12,F,36
2022/2023,Calabria,LM-29,Ingegneria Elettronica,12,M,69
2022/2023,Calabria,L-8,Ingegneria Elettronica,12,M,243
2022/2023,Calabria,LM-30,Ingegneria Energetica,12,F,23
2022/2023,Calabria,LM-30,Ingegneria Energetica,12,M,81
2022/2023,Calabria,L-9,Ingegneria Gestionale,12,F,81
2022/2023,Calabria,LM-31,Ingegneria Gestionale,12,F,123
2022/2023,Calabria,L-8,Ingegneria Gestionale,12,F,226
2022/2023,Calabria,LM-31,Ingegneria Gestionale,12,M,125
2022/2023,Calabria,L-9,Ingegneria Gestionale,12,M,151
2022/2023,Calabria,L-8,Ingegneria Gestionale,12,M,320
2022/2023,Calabria,LM-32,Ingegneria Informatica,12,F,42
2022/2023,Calabria,L-8,Ingegneria Informatica,12,F,159
2022/2023,Calabria,9,Ingegneria Informatica,12,M,6
2022/2023,Calabria,LM-32,Ingegneria Informatica,12,M,190
2022/2023,Calabria,L-8,Ingegneria Informatica,12,M,878
2022/2023,Calabria,LM-32,Ingegneria Informatica per l'Internet delle Cose,12,M,9
2022/2023,Calabria,LM-33,Ingegneria Meccanica,12,F,21
2022/2023,Calabria,L-9,Ingegneria Meccanica,12,F,91
2022/2023,Calabria,10,Ingegneria Meccanica,12,M,11
2022/2023,Calabria,LM-33,Ingegneria Meccanica,12,M,99
2022/2023,Calabria,L-9,Ingegneria Meccanica,12,M,634
2022/2023,Calabria,99999,Ingegneria civile,11,F,8
2022/2023,Calabria,99999,Ingegneria civile,11,M,16
2022/2023,Calabria,LM-25,Ingegneria dell'Automazione,12,M,23
2022/2023,Calabria,LM-25,Ingegneria dell'automazione,12,F,9
2022/2023,Calabria,99999,Ingegneria gestionale,12,F,6
2022/2023,Calabria,99999,Ingegneria informatica,12,M,8
2022/2023,Calabria,LM-35,Ingegneria per l'Ambiente e il Territorio,11,F,8
2022/2023,Calabria,L-7,Ingegneria per l'Ambiente e il Territorio,11,F,9
2022/2023,Calabria,L-7,Ingegneria per l'Ambiente e il Territorio,11,M,16
2022/2023,Calabria,LM-35,Ingegneria per l'Ambiente e il Territorio,11,M,22
2022/2023,Calabria,LM-35,Ingegneria per l'Ambiente e la Sicurezza del Territorio,11,F,16
2022/2023,Calabria,L-7,Ingegneria per l'Ambiente e la Sicurezza del Territorio,11,F,25
2022/2023,Calabria,LM-35,Ingegneria per l'Ambiente e la Sicurezza del Territorio,11,M,24
2022/2023,Calabria,L-7,Ingegneria per l'Ambiente e la Sicurezza del Territorio,11,M,69
2022/2023,Calabria,LM/DS,Intelligence e Analisi del Rischio,5,M,7
2022/2023,Calabria,LM-2,Intelligence per la Legalita' e la Tutela dei Beni Culturali e Archeologici,3,F,6
2022/2023,Calabria,99999,Lettere,3,F,26
2022/2023,Calabria,L-1,Lettere e Beni Culturali,2,F,114
2022/2023,Calabria,L-10,Lettere e Beni Culturali,3,F,611
2022/2023,Calabria,L-1,Lettere e Beni Culturali,2,M,30
2022/2023,Calabria,L-10,Lettere e Beni Culturali,3,M,153
2022/2023,Calabria,11,Lingue e Culture Moderne,4,F,8
2022/2023,Calabria,L-11,Lingue e Culture Moderne,4,F,619
2022/2023,Calabria,L-11,Lingue e Culture Moderne,4,M,147
2022/2023,Calabria,LM-37,Lingue e Letterature Moderne,4,F,138
2022/2023,Calabria,LM-37,Lingue e Letterature Moderne,4,M,25
2022/2023,Calabria,99999,Lingue e letterature straniere,4,F,12
2022/2023,Calabria,99999,Lingue e letterature straniere moderne,4,F,6
2022/2023,Calabria,LM-40,Matematica,9,F,37
2022/2023,Calabria,L-35,Matematica,9,F,126
2022/2023,Calabria,LM-40,Matematica,9,M,23
2022/2023,Calabria,L-35,Matematica,9,M,91
2022/2023,Calabria,LM-40,Mathematics,9,F,7
2022/2023,Calabria,LM-40,Mathematics,9,M,17
2022/2023,Calabria,L-20,Media e Società Digitale,5,F,78
2022/2023,Calabria,L-20,Media e Società Digitale,5,M,72
2022/2023,Calabria,L-12,Mediazione Linguistica,4,F,194
2022/2023,Calabria,L-12,Mediazione Linguistica,4,M,60
2022/2023,Calabria,LM-41,Medicina e Chirurgia - Td,14,F,72
2022/2023,Calabria,LM-41,Medicina e Chirurgia - Td,14,M,57
2022/2023,Calabria,LM-17,Physics,9,F,28
2022/2023,Calabria,LM-17,Physics,9,M,31
2022/2023,Calabria,LM-25,Robotics And Automation Engineering,12,F,13
2022/2023,Calabria,LM-25,Robotics And Automation Engineering,12,M,28
2022/2023,Calabria,L-30,Scienza dei Materiali Innovativi e per le Nanotecnologie,9,F,8
2022/2023,Calabria,L-30,Scienza dei Materiali Innovativi e per le Nanotecnologie,9,M,11
2022/2023,Calabria,24,Scienza della Nutrizione,9,F,19
2022/2023,Calabria,LM-61,Scienza della Nutrizione,9,F,148
2022/2023,Calabria,L-29,Scienza della Nutrizione,9,F,412
2022/2023,Calabria,LM-61,Scienza della Nutrizione,9,M,38
2022/2023,Calabria,L-29,Scienza della Nutrizione,9,M,166
2022/2023,Calabria,L-9,Scienza e Ingegneria dei Materiali,12,M,13
2022/2023,Calabria,LM-53,Scienza e Ingegneria dei Materiali Innovativi e Funzionali,12,M,8
2022/2023,Calabria,12,Scienze Biologiche,9,F,6
2022/2023,Calabria,LM-78,Scienze Filosofiche,3,F,46
2022/2023,Calabria,LM-78,Scienze Filosofiche,3,M,32
2022/2023,Calabria,LM-74,Scienze Geologiche,9,F,22
2022/2023,Calabria,L-34,Scienze Geologiche,9,F,39
2022/2023,Calabria,LM-74,Scienze Geologiche,9,M,31
2022/2023,Calabria,L-34,Scienze Geologiche,9,M,46
2022/2023,Calabria,L-32,Scienze Naturali,9,F,47
2022/2023,Calabria,L-32,Scienze Naturali,9,M,38
2022/2023,Calabria,L-32,Scienze Naturali e Ambientali,9,F,38
2022/2023,Calabria,L-32,Scienze Naturali e Ambientali,9,M,39
2022/2023,Calabria,LM-85,Scienze Pedagogiche,1,F,231
2022/2023,Calabria,LM-85,Scienze Pedagogiche,1,M,13
2022/2023,Calabria,LM-85,Scienze Pedagogiche per l'Interculturalita e la Media Education,1,F,6
2022/2023,Calabria,LM-85,Scienze Pedagogiche per l'Interculturalità e la Media Education,1,F,15
2022/2023,Calabria,LM-62,Scienze Politiche,5,F,7
2022/2023,Calabria,L-36,Scienze Politiche,5,F,180
2022/2023,Calabria,L-36,Scienze Politiche,5,M,166
2022/2023,Calabria,LM-62,Scienze Politiche e Istituzioni Comparate,5,F,23
2022/2023,Calabria,LM-62,Scienze Politiche e Istituzioni Comparate,5,M,20
2022/2023,Calabria,LM-84,Scienze Storiche,3,F,40
2022/2023,Calabria,LM-84,Scienze Storiche,3,M,48
2022/2023,Calabria,L-15,Scienze Turistiche,7,F,154
2022/2023,Calabria,L-15,Scienze Turistiche,7,M,120
2022/2023,Calabria,99999,Scienze biologiche,9,F,8
2022/2023,Calabria,L-16,Scienze dell'Amministrazione,5,F,180
2022/2023,Calabria,L-16,Scienze dell'Amministrazione,5,M,156
2022/2023,Calabria,LM-15,Scienze dell'Antichità,3,F,46
2022/2023,Calabria,LM-15,Scienze dell'Antichità,3,M,10
2022/2023,Calabria,L-19,Scienze dell'Educazione,1,F,906
2022/2023,Calabria,L-19,Scienze dell'Educazione,1,M,55
2022/2023,Calabria,18-bis,Scienze della Formazione Primaria,1,F,27
2022/2023,Calabria,LM-85 bis,Scienze della Formazione Primaria,1,F,1132
2022/2023,Calabria,LM-85 bis,Scienze della Formazione Primaria,1,M,86
2022/2023,Calabria,LM-87,Scienze delle Politiche e dei Servizi Sociali,14,F,104
2022/2023,Calabria,LM-87,Scienze delle Politiche e dei Servizi Sociali,14,M,12
2022/2023,Calabria,LM-63,Scienze delle Pubbliche Amministrazioni,5,F,101
2022/2023,Calabria,LM-63,Scienze delle Pubbliche Amministrazioni,5,M,80
2022/2023,Calabria,L-19,Scienze dellEducazione,1,F,364
2022/2023,Calabria,L-19,Scienze dellEducazione,1,M,30
2022/2023,Calabria,L-13,Scienze e Tecnologie Biologiche,9,F,20
2022/2023,Calabria,L-2,Scienze e Tecnologie Biologiche,9,F,178
2022/2023,Calabria,L-13,Scienze e Tecnologie Biologiche,9,M,11
2022/2023,Calabria,L-2,Scienze e Tecnologie Biologiche,9,M,50
2022/2023,Calabria,LM-81,Scienze per la cooperazione e lo sviluppo,5,F,7
2022/2023,Calabria,99999,Scienze politiche,5,F,6
2022/2023,Calabria,L-39,Servizio Sociale,14,F,287
2022/2023,Calabria,L-39,Servizio Sociale,14,M,31
2022/2023,Calabria,L-39,Servizio Sociale e Sociologia,14,F,7
2022/2023,Calabria,LM-88,Sociologia e Ricerca Sociale,5,F,7
2022/2023,Calabria,LM-88,"Sociologia, Cooperazione e Sviluppo",5,F,9
2022/2023,Calabria,LM-81,"Sociologia, Cooperazione e Sviluppo",5,F,18
2022/2023,Calabria,LM-81,"Sociologia, Cooperazione e Sviluppo",5,M,12
2022/2023,Calabria,LM-82,Statistica ed Informatica per le Decisioni e le Analisi di Mercato,9,M,16
2022/2023,Calabria,L-41,Statistica per Data Science,9,F,19
2022/2023,Calabria,L-41,Statistica per Data Science,9,M,35
2022/2023,Calabria,L-41,Statistica per l'Azienda,9,F,14
2022/2023,Calabria,L-41,Statistica per l'Azienda,9,M,28
2022/2023,Calabria,LM-89,Storia dell'arte,2,F,18
2022/2023,Calabria,13,"Storia e Conservazione del Patrimonio Artistico, Archeologico e Musicale",2,F,9
2022/2023,Calabria,LM-27,"Telecommunication Engineering: Smart Sensing, Computing And Networking",12,F,12
2022/2023,Calabria,LM-27,"Telecommunication Engineering: Smart Sensing, Computing And Networking",12,M,32
2022/2023,Calabria,LM-49,Valorizzazione dei Sistemi Turistico Culturali,7,F,32
2022/2023,Calabria,LM-49,Valorizzazione dei Sistemi Turistico Culturali,7,M,21
2022/2023,Camerino,L-32,AMBIENTE E GESTIONE SOSTENIBILE DELLE RISORSE NATURALI,9,F,25
2022/2023,Camerino,L-32,Ambiente e Gestione Sostenibile delle Risorse Naturali,9,M,23
2022/2023,Camerino,LM-4,Architettura,11,F,48
2022/2023,Camerino,LM-4,Architettura,11,M,75
2022/2023,Camerino,L-13,Biologia della Nutrizione,9,F,275
2022/2023,Camerino,L-13,Biologia della Nutrizione,9,M,170
2022/2023,Camerino,LM-6,Biological Sciences,9,F,79
2022/2023,Camerino,LM-6,Biological Sciences,9,M,44
2022/2023,Camerino,L-2,Bioscienze e Biotecnologia -  Biosciences and Biotechnology,9,F,35
2022/2023,Camerino,L-2,Bioscienze e Biotecnologia -  Biosciences and Biotechnology,9,M,28
2022/2023,Camerino,L-13,Bioscienze e Biotecnologia - Biosciences And Biotechnology,9,F,53
2022/2023,Camerino,L-2,Bioscienze e Biotecnologia - Biosciences And Biotechnology,9,F,120
2022/2023,Camerino,L-13,Bioscienze e Biotecnologia - Biosciences And Biotechnology,9,M,18
2022/2023,Camerino,L-2,Bioscienze e Biotecnologia - Biosciences And Biotechnology,9,M,67
2022/2023,Camerino,L-27,Chimica,9,F,51
2022/2023,Camerino,L-27,Chimica,9,M,91
2022/2023,Camerino,LM-54,Chimica e Metodologie Chimiche Avanzate - Chemistry And Advanced Chemical Methodologies,9,F,16
2022/2023,Camerino,LM-54,Chimica e Metodologie Chimiche Avanzate - Chemistry And Advanced Chemical Methodologies,9,M,32
2022/2023,Camerino,LM-13,Chimica e Tecnologia Farmaceutiche,14,F,293
2022/2023,Camerino,LM-13,Chimica e Tecnologia Farmaceutiche,14,M,133
2022/2023,Camerino,LM-12,Design per l'Innovazione Digitale,2,F,24
2022/2023,Camerino,LM-12,Design per l'Innovazione Digitale,2,M,24
2022/2023,Camerino,L-4,Disegno Industriale e Ambientale,2,F,123
2022/2023,Camerino,L-4,Disegno Industriale e Ambientale,2,M,161
2022/2023,Camerino,14/S,Farmacia,14,F,7
2022/2023,Camerino,LM-13,Farmacia,14,F,433
2022/2023,Camerino,LM-13,Farmacia,14,M,268
2022/2023,Camerino,L-30,Fisica,9,F,35
2022/2023,Camerino,L-30,Fisica,9,M,87
2022/2023,Camerino,LM-17,Fisica - Physics,9,F,8
2022/2023,Camerino,LM-17,Fisica - Physics,9,M,16
2022/2023,Camerino,LM-90,Gestione dei Fenomeni Migratori e Politiche di Integrazione nell'Unione Europea,5,F,24
2022/2023,Camerino,LM-90,Gestione dei Fenomeni Migratori e Politiche di Integrazione nell'Unione Europea,5,M,25
2022/2023,Camerino,99999,Giurisprudenza,8,F,68
2022/2023,Camerino,LMG/01,Giurisprudenza,8,F,183
2022/2023,Camerino,99999,Giurisprudenza,8,M,72
2022/2023,Camerino,LMG/01,Giurisprudenza,8,M,163
2022/2023,Camerino,L-31,Informatica,10,F,51
2022/2023,Camerino,L-31,Informatica,10,M,499
2022/2023,Camerino,LM-18,Informatica - Computer Science,10,F,18
2022/2023,Camerino,LM-18,Informatica - Computer Science,10,M,85
2022/2023,Camerino,L-31,Informatica per la Comunicazione Digitale,10,F,43
2022/2023,Camerino,L-31,Informatica per la Comunicazione Digitale,10,M,116
2022/2023,Camerino,L-29,Informazione Scientifica sul Farmaco e Scienze del Fitness e dei Prodotti della Salute,9,F,69
2022/2023,Camerino,L-29,Informazione Scientifica sul Farmaco e Scienze del Fitness e dei Prodotti della Salute,9,M,83
2022/2023,Camerino,L-35,Matematica e Applicazioni,9,F,104
2022/2023,Camerino,L-35,Matematica e Applicazioni,9,M,94
2022/2023,Camerino,LM-40,Matematica e Applicazioni - Mathematics And Applications,9,F,20
2022/2023,Camerino,LM-40,Matematica e Applicazioni - Mathematics And Applications,9,M,27
2022/2023,Camerino,47/S,Medicina Veterinaria,13,F,13
2022/2023,Camerino,LM-42,Medicina Veterinaria,13,F,224
2022/2023,Camerino,LM-42,Medicina Veterinaria,13,M,77
2022/2023,Camerino,LM-74,Risorse e Rischi Geoambientali - Geoenvironmental Resources And Risks,9,F,11
2022/2023,Camerino,LM-74,Risorse e Rischi Geoambientali - Geoenvironmental Resources And Risks,9,M,22
2022/2023,Camerino,L-37,SCIENZE SOCIALI PER GLI ENTI NON-PROFIT E LA COOPERAZIONE INTERNAZIONALE,5,F,35
2022/2023,Camerino,L/GASTR,Scienze Gastronomiche,7,F,79
2022/2023,Camerino,L/GASTR,Scienze Gastronomiche,7,M,85
2022/2023,Camerino,L-34,"Scienze Geologiche Naturali e Ambientali - Geological, Natural And Environmental Sciences",9,M,11
2022/2023,Camerino,L-34,Scienze Geologiche e Tecnologie per l'Ambiente,9,F,9
2022/2023,Camerino,L-34,Scienze Geologiche e Tecnologie per l'Ambiente,9,M,32
2022/2023,Camerino,L-14,Scienze Giuridiche per l'Innovazione Organizzativa e la Coesione Sociale,8,F,38
2022/2023,Camerino,L-14,Scienze Giuridiche per l'Innovazione Organizzativa e la Coesione Sociale,8,M,109
2022/2023,Camerino,L-37,Scienze Sociali per Gli Enti Non-Profit e la Cooperazione Internazionale,5,M,36
2022/2023,Camerino,L-17,Scienze dell'Architettura,11,F,127
2022/2023,Camerino,L-17,Scienze dell'Architettura,11,M,111
2022/2023,Camerino,99999,Scienze politiche,5,F,10
2022/2023,Camerino,99999,Scienze politiche,5,M,16
2022/2023,Camerino,L-38,Sicurezza delle Produzioni Zootecniche e Valorizzazione delle Tipicita' Alimentari di Origine Animale,13,F,8
2022/2023,Camerino,L-38,Tecnico del Benessere Animale e delle Produzioni,13,F,60
2022/2023,Camerino,L-38,Tecnico del Benessere Animale e delle Produzioni,13,M,19
2022/2023,Camerino,L-43,Tecnologie Innovative per i Beni Culturali,9,F,14
2022/2023,Camerino,L-43,Tecnologie Innovative per i Beni Culturali,9,M,8
2022/2023,Camerino,L-43,Tecnologie e Diagnostica per la Conservazione e il Restauro,9,M,6
2022/2023,Casamassima  LUM G. Degennaro,L-14,DIRITTO ED ECONOMIA PER L'IMPRESA E LA COOPERAZIONE INTERNAZIONALE    ,8,F,24
2022/2023,Casamassima  LUM G. Degennaro,L-14,Diritto ed Economia per l'Impresa e la Cooperazione Internazionale    ,8,M,32
2022/2023,Casamassima  LUM G. Degennaro,LM-77,Economia e Management,7,F,154
2022/2023,Casamassima  LUM G. Degennaro,LM-77,Economia e Management,7,M,182
2022/2023,Casamassima  LUM G. Degennaro,L-18,Economia ed Organizzazione Aziendale,7,F,244
2022/2023,Casamassima  LUM G. Degennaro,L-18,Economia ed Organizzazione Aziendale,7,M,459
2022/2023,Casamassima  LUM G. Degennaro,L/GASTR,Enogastronomia d'Impresa,7,M,7
2022/2023,Casamassima  LUM G. Degennaro,LMG/01,Giurisprudenza,8,F,149
2022/2023,Casamassima  LUM G. Degennaro,LMG/01,Giurisprudenza,8,M,106
2022/2023,Casamassima  LUM G. Degennaro,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,F,78
2022/2023,Casamassima  LUM G. Degennaro,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,M,34
2022/2023,Casamassima  LUM G. Degennaro,L-9,Ingegneria Gestionale,12,F,12
